BINCODE	NAME	IDENTIFIER	DESCRIPTION	TYPE
'1.1.1.2.2.1'	'Photosynthesis.photophosphorylation.photosystem II.PS-II complex.oxygen-evolving center (OEC) extrinsic components.component *(OEC33/PsbO)'	''	''	
'1.1.1.2.2.2'	'Photosynthesis.photophosphorylation.photosystem II.PS-II complex.oxygen-evolving center (OEC) extrinsic components.component *(OEC23/PsbP)'	''	''	
'1.1.1.2.2.3'	'Photosynthesis.photophosphorylation.photosystem II.PS-II complex.oxygen-evolving center (OEC) extrinsic components.component *(OEC16/PsbQ)'	''	''	
'1.1.1.2.3'	'Photosynthesis.photophosphorylation.photosystem II.PS-II complex.component *(PsbH)'	''	''	
'1.1.1.2.4'	'Photosynthesis.photophosphorylation.photosystem II.PS-II complex.component *(PsbJ)'	''	''	
'1.1.1.2.5'	'Photosynthesis.photophosphorylation.photosystem II.PS-II complex.component *(PsbK)'	''	''	
'1.1.1.2.6'	'Photosynthesis.photophosphorylation.photosystem II.PS-II complex.component *(PsbL)'	''	''	
'1.1.1.2.7'	'Photosynthesis.photophosphorylation.photosystem II.PS-II complex.component *(PsbM)'	''	''	
'1.1.1.2.8'	'Photosynthesis.photophosphorylation.photosystem II.PS-II complex.component *(PsbR)'	''	''	
'1.1.1.2.9'	'Photosynthesis.photophosphorylation.photosystem II.PS-II complex.component *(PsbTc)'	''	''	
'1.1.1.2.10'	'Photosynthesis.photophosphorylation.photosystem II.PS-II complex.component *(PsbTn)'	''	''	
'1.1.1.2.11'	'Photosynthesis.photophosphorylation.photosystem II.PS-II complex.component *(PsbW)'	''	''	
'1.1.1.2.12'	'Photosynthesis.photophosphorylation.photosystem II.PS-II complex.component *(PsbX)'	''	''	
'1.1.1.2.13'	'Photosynthesis.photophosphorylation.photosystem II.PS-II complex.component *(PsbY)'	''	''	
'1.1.1.2.14'	'Photosynthesis.photophosphorylation.photosystem II.PS-II complex.component *(PsbZ)'	''	''	
'1.1.1.3'	'Photosynthesis.photophosphorylation.photosystem II.assembly'	''	''	
'1.1.1.3.1'	'Photosynthesis.photophosphorylation.photosystem II.assembly.assembly factor *(LPA1)'	''	''	
'1.1.1.3.2'	'Photosynthesis.photophosphorylation.photosystem II.assembly.assembly factor *(LPA2)'	''	''	
'1.1.1.3.3'	'Photosynthesis.photophosphorylation.photosystem II.assembly.assembly factor *(LPA3)'	''	''	
'1.1.1.3.4'	'Photosynthesis.photophosphorylation.photosystem II.assembly.assembly factor *(HCF106)'	''	''	
'1.1.1.3.5'	'Photosynthesis.photophosphorylation.photosystem II.assembly.assembly factor *(HCF136)'	''	''	
'1.1.1.3.6'	'Photosynthesis.photophosphorylation.photosystem II.assembly.assembly factor *(HCF243/PAP90)'	''	''	
'1.1.1.3.7'	'Photosynthesis.photophosphorylation.photosystem II.assembly.HCF244-OHP assembly factor complex'	''	''	
'1.1.1.3.7.1'	'Photosynthesis.photophosphorylation.photosystem II.assembly.HCF244-OHP assembly factor complex.scaffold component *(HCF244)'	''	''	
'1.1.1.3.7.2'	'Photosynthesis.photophosphorylation.photosystem II.assembly.HCF244-OHP assembly factor complex.component *(OHP1)'	''	''	
'1.1.1.3.7.3'	'Photosynthesis.photophosphorylation.photosystem II.assembly.HCF244-OHP assembly factor complex.component *(OHP2)'	''	''	
'1.1.1.3.8'	'Photosynthesis.photophosphorylation.photosystem II.assembly.regulatory protein *(Psb27)'	''	''	
'1.1.1.3.9'	'Photosynthesis.photophosphorylation.photosystem II.assembly.regulatory protein *(Psb28)'	''	''	
'1.1.1.3.10'	'Photosynthesis.photophosphorylation.photosystem II.assembly.assembly factor *(Psb30)'	''	''	
'1.1.1.3.11'	'Photosynthesis.photophosphorylation.photosystem II.assembly.assembly factor *(Psb32)'	''	''	
'1.1.1.3.12'	'Photosynthesis.photophosphorylation.photosystem II.assembly.stabilizing factor *(Psb33)'	''	''	
'1.1.1.3.13'	'Photosynthesis.photophosphorylation.photosystem II.assembly.assembly factor *(PAM68)'	''	''	
'1.1.1.3.14'	'Photosynthesis.photophosphorylation.photosystem II.assembly.assembly factor *(RBD1)'	''	''	
'1.1.1.3.15'	'Photosynthesis.photophosphorylation.photosystem II.assembly.assembly factor *(TerC)'	''	''	
'1.1.1.3.16'	'Photosynthesis.photophosphorylation.photosystem II.assembly.assembly factor *(LTO1)'	''	''	
'1.1.1.3.17'	'Photosynthesis.photophosphorylation.photosystem II.assembly.psbA-translation activator *(HCF173)'	''	''	
'1.1.1.3.18'	'Photosynthesis.photophosphorylation.photosystem II.assembly.psbJ/psbN-translation activator *(LPE1)'	''	''	
'1.1.1.3.19'	'Photosynthesis.photophosphorylation.photosystem II.assembly.assembly factor *(PsbN)'	''	''	
'1.1.1.3.20'	'Photosynthesis.photophosphorylation.photosystem II.assembly.thioredoxin *(TRX-M)'	''	''	
'1.1.1.3.21'	'Photosynthesis.photophosphorylation.photosystem II.assembly.LHCII-stabilizing factor *(SEP3)'	''	''	
'1.1.1.3.22'	'Photosynthesis.photophosphorylation.photosystem II.assembly.protein-folding catalyst *(FKBP20-2)'	''	''	
'1.1.1.3.23'	'Photosynthesis.photophosphorylation.photosystem II.assembly.assembly factor *(SLR1470)'	''	''	
'1.1.1.4'	'Photosynthesis.photophosphorylation.photosystem II.repair and reassembly cycle'	''	''	
'1.1.1.4.1'	'Photosynthesis.photophosphorylation.photosystem II.repair and reassembly cycle.protease *(FtsH1/5)'	''	''	
'1.1.1.4.2'	'Photosynthesis.photophosphorylation.photosystem II.repair and reassembly cycle.protease *(FtsH2/8)'	''	''	
'1.1.1.4.3'	'Photosynthesis.photophosphorylation.photosystem II.repair and reassembly cycle.stabilizing factor *(ELIP)'	''	''	
'1.1.1.4.4'	'Photosynthesis.photophosphorylation.photosystem II.repair and reassembly cycle.repair factor *(PPL1)'	''	''	
'1.1.1.4.5'	'Photosynthesis.photophosphorylation.photosystem II.repair and reassembly cycle.photoprotective factor *(MPH1)'	''	''	
'1.1.1.4.6'	'Photosynthesis.photophosphorylation.photosystem II.repair and reassembly cycle.assembly factor *(HHL1)'	''	''	
'1.1.1.4.7'	'Photosynthesis.photophosphorylation.photosystem II.repair and reassembly cycle.assembly factor *(MET1)'	''	''	
'1.1.1.4.8'	'Photosynthesis.photophosphorylation.photosystem II.repair and reassembly cycle.assembly factor *(CYP38)'	''	''	
'1.1.1.4.9'	'Photosynthesis.photophosphorylation.photosystem II.repair and reassembly cycle.assembly factor *(LQY1)'	''	''	
'1.1.1.5'	'Photosynthesis.photophosphorylation.photosystem II.photosynthetic acclimation'	''	''	
'1.1.1.5.1'	'Photosynthesis.photophosphorylation.photosystem II.photosynthetic acclimation.regulatory phosphorylation'	''	''	
'1.1.1.5.1.1'	'Photosynthesis.photophosphorylation.photosystem II.photosynthetic acclimation.regulatory phosphorylation.protein kinase *(STN7)'	''	''	
'1.1.1.5.1.2'	'Photosynthesis.photophosphorylation.photosystem II.photosynthetic acclimation.regulatory phosphorylation.protein kinase *(STN8)'	''	''	
'1.1.1.5.1.3'	'Photosynthesis.photophosphorylation.photosystem II.photosynthetic acclimation.regulatory phosphorylation.phosphatase *(PPH1/TAP38)'	''	''	
'1.1.1.5.1.4'	'Photosynthesis.photophosphorylation.photosystem II.photosynthetic acclimation.regulatory phosphorylation.phosphatase *(PBCP)'	''	''	
'1.1.1.5.2'	'Photosynthesis.photophosphorylation.photosystem II.photosynthetic acclimation.regulatory acetylation'	''	''	
'1.1.1.5.2.1'	'Photosynthesis.photophosphorylation.photosystem II.photosynthetic acclimation.regulatory acetylation.lysine acetyltransferase *(NSI)'	''	''	
'1.1.1.5.3'	'Photosynthesis.photophosphorylation.photosystem II.photosynthetic acclimation.non-photochemical quenching (NPQ)'	''	''	
'1.1.1.5.3.1'	'Photosynthesis.photophosphorylation.photosystem II.photosynthetic acclimation.non-photochemical quenching (NPQ).qE/qZ-type quenching'	''	''	
'1.1.1.5.3.1.1'	'Photosynthesis.photophosphorylation.photosystem II.photosynthetic acclimation.non-photochemical quenching (NPQ).qE/qZ-type quenching.pH-sensor protein *(PsbS)'	''	''	
'1.1.1.5.3.1.2'	'Photosynthesis.photophosphorylation.photosystem II.photosynthetic acclimation.non-photochemical quenching (NPQ).qE/qZ-type quenching.xanthophyll cycle'	''	''	
'1.1.1.5.3.1.2.1'	'Photosynthesis.photophosphorylation.photosystem II.photosynthetic acclimation.non-photochemical quenching (NPQ).qE/qZ-type quenching.xanthophyll cycle.violaxanthin de-epoxidase *(VDE)'	''	''	
'1.1.1.5.3.1.2.2'	'Photosynthesis.photophosphorylation.photosystem II.photosynthetic acclimation.non-photochemical quenching (NPQ).qE/qZ-type quenching.xanthophyll cycle.zeaxanthin epoxidase *(ZEP)'	''	''	
'1.1.1.5.3.1.3'	'Photosynthesis.photophosphorylation.photosystem II.photosynthetic acclimation.non-photochemical quenching (NPQ).qE/qZ-type quenching.LhcSR-dependent machinery'	''	''	
'1.1.1.5.3.1.3.1'	'Photosynthesis.photophosphorylation.photosystem II.photosynthetic acclimation.non-photochemical quenching (NPQ).qE/qZ-type quenching.LhcSR-dependent machinery.light stress-responsive protein *(LhcSR)'	''	''	
'1.1.1.5.3.1.4'	'Photosynthesis.photophosphorylation.photosystem II.photosynthetic acclimation.non-photochemical quenching (NPQ).qE/qZ-type quenching.regulatory protein *(FLAP1)'	''	''	
'1.1.1.5.3.1.5'	'Photosynthesis.photophosphorylation.photosystem II.photosynthetic acclimation.non-photochemical quenching (NPQ).qE/qZ-type quenching.regulatory protein *(DLDG1)'	''	''	
'1.1.1.5.3.1.6'	'Photosynthesis.photophosphorylation.photosystem II.photosynthetic acclimation.non-photochemical quenching (NPQ).qE/qZ-type quenching.regulatory protein *(YCF10)'	''	''	
'1.1.1.5.3.1.7'	'Photosynthesis.photophosphorylation.photosystem II.photosynthetic acclimation.non-photochemical quenching (NPQ).qE/qZ-type quenching.regulatory protein *(NPQ6)'	''	''	
'1.1.1.5.3.1.8'	'Photosynthesis.photophosphorylation.photosystem II.photosynthetic acclimation.non-photochemical quenching (NPQ).qE/qZ-type quenching.regulatory protein *(NPQ7)'	''	''	
'1.1.1.5.3.2'	'Photosynthesis.photophosphorylation.photosystem II.photosynthetic acclimation.non-photochemical quenching (NPQ).qH-type antenna quenching'	''	''	
'1.1.1.5.3.2.1'	'Photosynthesis.photophosphorylation.photosystem II.photosynthetic acclimation.non-photochemical quenching (NPQ).qH-type antenna quenching.regulatory protein *(LCNP)'	''	''	
'1.1.1.5.3.2.2'	'Photosynthesis.photophosphorylation.photosystem II.photosynthetic acclimation.non-photochemical quenching (NPQ).qH-type antenna quenching.regulatory protein *(SOQ1)'	''	''	
'1.1.1.5.3.2.3'	'Photosynthesis.photophosphorylation.photosystem II.photosynthetic acclimation.non-photochemical quenching (NPQ).qH-type antenna quenching.regulatory protein *(ROQH1)'	''	''	
'1.1.1.5.4'	'Photosynthesis.photophosphorylation.photosystem II.photosynthetic acclimation.thylakoid grana stacking'	''	''	
'1.1.1.5.4.1'	'Photosynthesis.photophosphorylation.photosystem II.photosynthetic acclimation.thylakoid grana stacking.regulatory factor *(RIQ)'	''	''	
'1.1.1.5.4.2'	'Photosynthesis.photophosphorylation.photosystem II.photosynthetic acclimation.thylakoid grana stacking.regulatory factor *(CURT)'	''	''	
'1.1.1.5.5'	'Photosynthesis.photophosphorylation.photosystem II.photosynthetic acclimation.acclimation factor activities'	''	''	
'1.1.1.5.5.1'	'Photosynthesis.photophosphorylation.photosystem II.photosynthetic acclimation.acclimation factor activities.acclimation factor *(MPH2)'	''	''	
'1.1.1.5.5.2'	'Photosynthesis.photophosphorylation.photosystem II.photosynthetic acclimation.acclimation factor activities.acclimation factor *(APE)'	''	''	
'1.1.1.5.5.3'	'Photosynthesis.photophosphorylation.photosystem II.photosynthetic acclimation.acclimation factor activities.light-responsive regulatory protein *(SEP1)'	''	''	
'1.1.1.5.5.4'	'Photosynthesis.photophosphorylation.photosystem II.photosynthetic acclimation.acclimation factor activities.light-responsive regulatory protein *(SEP2)'	''	''	
'1.1.1.5.5.5'	'Photosynthesis.photophosphorylation.photosystem II.photosynthetic acclimation.acclimation factor activities.light-responsive regulatory protein *(SEP4)'	''	''	
'1.1.1.5.5.6'	'Photosynthesis.photophosphorylation.photosystem II.photosynthetic acclimation.acclimation factor activities.light-responsive regulatory protein *(SEP5)'	''	''	
'1.1.2'	'Photosynthesis.photophosphorylation.cytochrome b6/f complex'	''	''	
'1.1.2.1'	'Photosynthesis.photophosphorylation.cytochrome b6/f complex.apocytochrome f component *(PetA)'	''	''	
'1.1.2.2'	'Photosynthesis.photophosphorylation.cytochrome b6/f complex.apocytochrome b component *(PetB)'	''	''	
'1.1.2.3'	'Photosynthesis.photophosphorylation.cytochrome b6/f complex.Rieske iron-sulfur component *(PetC)'	''	''	
'1.1.2.4'	'Photosynthesis.photophosphorylation.cytochrome b6/f complex.component *(PetD/IV)'	''	''	
'1.1.2.5'	'Photosynthesis.photophosphorylation.cytochrome b6/f complex.component *(PetG/V)'	''	''	
'1.1.2.6'	'Photosynthesis.photophosphorylation.cytochrome b6/f complex.component *(PetL/VI)'	''	''	
'1.1.2.7'	'Photosynthesis.photophosphorylation.cytochrome b6/f complex.component *(PetM/VII)'	''	''	
'1.1.2.8'	'Photosynthesis.photophosphorylation.cytochrome b6/f complex.component *(PetN)'	''	''	
'1.1.2.9'	'Photosynthesis.photophosphorylation.cytochrome b6/f complex.assembly'	''	''	
'1.1.2.9.1'	'Photosynthesis.photophosphorylation.cytochrome b6/f complex.assembly.CCB cytochrome b6 maturation system (system IV)'	''	''	
'1.1.2.9.1.1'	'Photosynthesis.photophosphorylation.cytochrome b6/f complex.assembly.CCB cytochrome b6 maturation system (system IV).assembly factor *(CCB1)'	''	''	
'1.1.2.9.1.2'	'Photosynthesis.photophosphorylation.cytochrome b6/f complex.assembly.CCB cytochrome b6 maturation system (system IV).assembly factor *(CCB2)'	''	''	
'1.1.2.9.1.3'	'Photosynthesis.photophosphorylation.cytochrome b6/f complex.assembly.CCB cytochrome b6 maturation system (system IV).assembly factor *(CCB3)'	''	''	
'1.1.2.9.1.4'	'Photosynthesis.photophosphorylation.cytochrome b6/f complex.assembly.CCB cytochrome b6 maturation system (system IV).assembly factor *(CCB4)'	''	''	
'1.1.2.9.2'	'Photosynthesis.photophosphorylation.cytochrome b6/f complex.assembly.CCS cytochrome f/c6 maturation system (system II)'	''	''	
'1.1.2.9.2.1'	'Photosynthesis.photophosphorylation.cytochrome b6/f complex.assembly.CCS cytochrome f/c6 maturation system (system II).assembly factor *(CcsA/YCF5)'	''	''	
'1.1.2.9.2.2'	'Photosynthesis.photophosphorylation.cytochrome b6/f complex.assembly.CCS cytochrome f/c6 maturation system (system II).assembly factor *(Ccs1/CcsB)'	''	''	
'1.1.2.9.2.3'	'Photosynthesis.photophosphorylation.cytochrome b6/f complex.assembly.CCS cytochrome f/c6 maturation system (system II).assembly factor *(Ccs5/CcdA)'	''	''	
'1.1.2.9.3'	'Photosynthesis.photophosphorylation.cytochrome b6/f complex.assembly.assembly factor *(HCF153)'	''	''	
'1.1.2.9.4'	'Photosynthesis.photophosphorylation.cytochrome b6/f complex.assembly.assembly factor *(HCF222)'	''	''	
'1.1.2.9.5'	'Photosynthesis.photophosphorylation.cytochrome b6/f complex.assembly.assembly factor *(HCF164)'	''	''	
'1.1.2.9.6'	'Photosynthesis.photophosphorylation.cytochrome b6/f complex.assembly.assembly factor *(DAC)'	''	''	
'1.1.3'	'Photosynthesis.photophosphorylation.Cytb6/f to PS-I electron carriers'	''	''	
'1.1.3.1'	'Photosynthesis.photophosphorylation.Cytb6/f to PS-I electron carriers.plastocyanin copper-protein *(PetE)'	''	''	
'1.1.3.2'	'Photosynthesis.photophosphorylation.Cytb6/f to PS-I electron carriers.cytochrome hemoprotein *(Cytc6a)'	''	''	
'1.1.4'	'Photosynthesis.photophosphorylation.photosystem I'	''	''	
'1.1.4.1'	'Photosynthesis.photophosphorylation.photosystem I.LHC-I complex'	''	''	
'1.1.4.1.1'	'Photosynthesis.photophosphorylation.photosystem I.LHC-I complex.component *(LHCa1)'	''	''	
'1.1.4.1.2'	'Photosynthesis.photophosphorylation.photosystem I.LHC-I complex.component *(LHCa2)'	''	''	
'1.1.4.1.3'	'Photosynthesis.photophosphorylation.photosystem I.LHC-I complex.component *(LHCa3)'	''	''	
'1.1.4.1.4'	'Photosynthesis.photophosphorylation.photosystem I.LHC-I complex.component *(LHCa4)'	''	''	
'1.1.4.2'	'Photosynthesis.photophosphorylation.photosystem I.PS-I complex'	''	''	
'1.1.4.2.1'	'Photosynthesis.photophosphorylation.photosystem I.PS-I complex.apoprotein component *(PsaA)'	''	''	
'1.1.4.2.2'	'Photosynthesis.photophosphorylation.photosystem I.PS-I complex.apoprotein component *(PsaB)'	''	''	
'1.1.4.2.3'	'Photosynthesis.photophosphorylation.photosystem I.PS-I complex.component *(PsaC)'	''	''	
'1.1.4.2.4'	'Photosynthesis.photophosphorylation.photosystem I.PS-I complex.component *(PsaD)'	''	''	
'1.1.4.2.5'	'Photosynthesis.photophosphorylation.photosystem I.PS-I complex.component *(PsaE)'	''	''	
'1.1.4.2.6'	'Photosynthesis.photophosphorylation.photosystem I.PS-I complex.component *(PsaF)'	''	''	
'1.1.4.2.7'	'Photosynthesis.photophosphorylation.photosystem I.PS-I complex.component *(PsaG)'	''	''	
'1.1.4.2.8'	'Photosynthesis.photophosphorylation.photosystem I.PS-I complex.component *(PsaH)'	''	''	
'1.1.4.2.9'	'Photosynthesis.photophosphorylation.photosystem I.PS-I complex.component *(PsaI)'	''	''	
'1.1.4.2.10'	'Photosynthesis.photophosphorylation.photosystem I.PS-I complex.component *(PsaJ)'	''	''	
'1.1.4.2.11'	'Photosynthesis.photophosphorylation.photosystem I.PS-I complex.component *(PsaK)'	''	''	
'1.1.4.2.12'	'Photosynthesis.photophosphorylation.photosystem I.PS-I complex.component *(PsaL)'	''	''	
'1.1.4.2.13'	'Photosynthesis.photophosphorylation.photosystem I.PS-I complex.component *(PsaM)'	''	''	
'1.1.4.2.14'	'Photosynthesis.photophosphorylation.photosystem I.PS-I complex.component *(PsaN)'	''	''	
'1.1.4.2.15'	'Photosynthesis.photophosphorylation.photosystem I.PS-I complex.component *(PsaO)'	''	''	
'1.1.4.3'	'Photosynthesis.photophosphorylation.photosystem I.assembly and maintenance'	''	''	
'1.1.4.3.1'	'Photosynthesis.photophosphorylation.photosystem I.assembly and maintenance.assembly factor *(HCF101)'	''	''	
'1.1.4.3.2'	'Photosynthesis.photophosphorylation.photosystem I.assembly and maintenance.assembly factor *(PPD1)'	''	''	
'1.1.4.3.3'	'Photosynthesis.photophosphorylation.photosystem I.assembly and maintenance.assembly factor *(YCF3)'	''	''	
'1.1.4.3.4'	'Photosynthesis.photophosphorylation.photosystem I.assembly and maintenance.assembly factor *(YCF4)'	''	''	
'1.1.4.3.5'	'Photosynthesis.photophosphorylation.photosystem I.assembly and maintenance.assembly factor *(PYG7)'	''	''	
'1.1.4.3.6'	'Photosynthesis.photophosphorylation.photosystem I.assembly and maintenance.assembly factor *(Y3IP1)'	''	''	
'1.1.4.3.7'	'Photosynthesis.photophosphorylation.photosystem I.assembly and maintenance.assembly factor *(PSA2)'	''	''	
'1.1.4.3.8'	'Photosynthesis.photophosphorylation.photosystem I.assembly and maintenance.assembly factor *(PSA3)'	''	''	
'1.1.5'	'Photosynthesis.photophosphorylation.linear electron flow'	''	''	
'1.1.5.1'	'Photosynthesis.photophosphorylation.linear electron flow.ferredoxin electron carrier activities'	''	''	
'1.1.5.1.1'	'Photosynthesis.photophosphorylation.linear electron flow.ferredoxin electron carrier activities.ferredoxin targeted to NADP reduction'	''	''	
'1.1.5.1.2'	'Photosynthesis.photophosphorylation.linear electron flow.ferredoxin electron carrier activities.ferredoxin targeted to non-NADP reduction'	''	''	
'1.1.5.2'	'Photosynthesis.photophosphorylation.linear electron flow.ferredoxin-NADP reductase (FNR) activity'	''	''	
'1.1.5.2.1'	'Photosynthesis.photophosphorylation.linear electron flow.ferredoxin-NADP reductase (FNR) activity.ferredoxin-NADP oxidoreductase'	''	''	
'1.1.5.2.2'	'Photosynthesis.photophosphorylation.linear electron flow.ferredoxin-NADP reductase (FNR) activity.FNR membrane-tethering'	''	''	
'1.1.5.2.2.1'	'Photosynthesis.photophosphorylation.linear electron flow.ferredoxin-NADP reductase (FNR) activity.FNR membrane-tethering.FNR-recruitment protein *(TROL)'	''	''	
'1.1.5.2.2.2'	'Photosynthesis.photophosphorylation.linear electron flow.ferredoxin-NADP reductase (FNR) activity.FNR membrane-tethering.FNR-interacting protein *(TIC62)'	''	''	
'1.1.5.2.3'	'Photosynthesis.photophosphorylation.linear electron flow.ferredoxin-NADP reductase (FNR) activity.regulatory protein *(LIR1) of FNR activity'	''	''	
'1.1.6'	'Photosynthesis.photophosphorylation.cyclic electron flow'	''	''	
'1.1.6.1'	'Photosynthesis.photophosphorylation.cyclic electron flow.PGR5-PGRL1 complex'	''	''	
'1.1.6.1.1'	'Photosynthesis.photophosphorylation.cyclic electron flow.PGR5-PGRL1 complex.component *(PGR5)'	''	''	
'1.1.6.1.2'	'Photosynthesis.photophosphorylation.cyclic electron flow.PGR5-PGRL1 complex.component *(PGRL1)'	''	''	
'1.1.6.2'	'Photosynthesis.photophosphorylation.cyclic electron flow.regulatory protein *(PGRL2)'	''	''	
'1.1.7'	'Photosynthesis.photophosphorylation.pseudo-cyclic electron flow'	''	''	
'1.1.7.1'	'Photosynthesis.photophosphorylation.pseudo-cyclic electron flow.flavodiiron protein heterodimer'	''	''	
'1.1.7.1.1'	'Photosynthesis.photophosphorylation.pseudo-cyclic electron flow.flavodiiron protein heterodimer.component *(FLVa)'	''	''	
'1.1.7.1.2'	'Photosynthesis.photophosphorylation.pseudo-cyclic electron flow.flavodiiron protein heterodimer.component *(FLVb)'	''	''	
'1.1.8'	'Photosynthesis.photophosphorylation.chlororespiration'	''	''	
'1.1.8.1'	'Photosynthesis.photophosphorylation.chlororespiration.NADH dehydrogenase-like (NDH) complex'	''	''	
'1.1.8.1.1'	'Photosynthesis.photophosphorylation.chlororespiration.NADH dehydrogenase-like (NDH) complex.membrane subcomplex M'	''	''	
'1.1.8.1.1.1'	'Photosynthesis.photophosphorylation.chlororespiration.NADH dehydrogenase-like (NDH) complex.membrane subcomplex M.component *(NdhA)'	''	''	
'1.1.8.1.1.2'	'Photosynthesis.photophosphorylation.chlororespiration.NADH dehydrogenase-like (NDH) complex.membrane subcomplex M.component *(NdhB)'	''	''	
'1.1.8.1.1.3'	'Photosynthesis.photophosphorylation.chlororespiration.NADH dehydrogenase-like (NDH) complex.membrane subcomplex M.component *(NdhC)'	''	''	
'1.1.8.1.1.4'	'Photosynthesis.photophosphorylation.chlororespiration.NADH dehydrogenase-like (NDH) complex.membrane subcomplex M.component *(NdhD)'	''	''	
'1.1.8.1.1.5'	'Photosynthesis.photophosphorylation.chlororespiration.NADH dehydrogenase-like (NDH) complex.membrane subcomplex M.component *(NdhE)'	''	''	
'1.1.8.1.1.6'	'Photosynthesis.photophosphorylation.chlororespiration.NADH dehydrogenase-like (NDH) complex.membrane subcomplex M.component *(NdhF)'	''	''	
'1.1.8.1.1.7'	'Photosynthesis.photophosphorylation.chlororespiration.NADH dehydrogenase-like (NDH) complex.membrane subcomplex M.component *(NdhG)'	''	''	
'1.1.8.1.2'	'Photosynthesis.photophosphorylation.chlororespiration.NADH dehydrogenase-like (NDH) complex.subcomplex A'	''	''	
'1.1.8.1.2.1'	'Photosynthesis.photophosphorylation.chlororespiration.NADH dehydrogenase-like (NDH) complex.subcomplex A.component *(NdhH)'	''	''	
'1.1.8.1.2.2'	'Photosynthesis.photophosphorylation.chlororespiration.NADH dehydrogenase-like (NDH) complex.subcomplex A.component *(NdhI)'	''	''	
'1.1.8.1.2.3'	'Photosynthesis.photophosphorylation.chlororespiration.NADH dehydrogenase-like (NDH) complex.subcomplex A.component *(NdhJ)'	''	''	
'1.1.8.1.2.4'	'Photosynthesis.photophosphorylation.chlororespiration.NADH dehydrogenase-like (NDH) complex.subcomplex A.component *(NdhK)'	''	''	
'1.1.8.1.2.5'	'Photosynthesis.photophosphorylation.chlororespiration.NADH dehydrogenase-like (NDH) complex.subcomplex A.component *(NdhL)'	''	''	
'1.1.8.1.2.6'	'Photosynthesis.photophosphorylation.chlororespiration.NADH dehydrogenase-like (NDH) complex.subcomplex A.component *(NdhM)'	''	''	
'1.1.8.1.2.7'	'Photosynthesis.photophosphorylation.chlororespiration.NADH dehydrogenase-like (NDH) complex.subcomplex A.component *(NdhN)'	''	''	
'1.1.8.1.2.8'	'Photosynthesis.photophosphorylation.chlororespiration.NADH dehydrogenase-like (NDH) complex.subcomplex A.component *(NdhO)'	''	''	
'1.1.8.1.3'	'Photosynthesis.photophosphorylation.chlororespiration.NADH dehydrogenase-like (NDH) complex.subcomplex B'	''	''	
'1.1.8.1.3.1'	'Photosynthesis.photophosphorylation.chlororespiration.NADH dehydrogenase-like (NDH) complex.subcomplex B.component *(PnsB1/NDF1)'	''	''	
